player_name,round,transfers_in,transfers_out,net_transfers,transfer_in_pct,transfer_out_pct,tag,status,cost,avg_points,proj_avg,owned_by_pct
Travis Boak,2,72,1,71,0.04,0.0,,uncertain,814000,83.5,70.36,0.36
Travis Boak,3,45,10,35,0.03,0.01,,uncertain,814000,83.5,70.36,0.36
Travis Boak,4,9,30,-21,0.01,0.02,,uncertain,814000,83.5,70.36,0.36
Travis Boak,5,25,32,-7,0.02,0.02,,uncertain,814000,83.5,70.36,0.36
Travis Boak,6,5,15,-10,0.0,0.01,,uncertain,814000,83.5,70.36,0.36
Scott Pendlebury,2,8,74,-66,0.0,0.05,,playing,718000,71.4,77.0,2.08
Scott Pendlebury,3,6,84,-78,0.0,0.05,,playing,718000,71.4,77.0,2.08
Scott Pendlebury,4,11,13,-2,0.01,0.01,,playing,718000,71.4,77.0,2.08
Scott Pendlebury,5,65,6,59,0.04,0.0,,playing,718000,71.4,77.0,2.08
Scott Pendlebury,6,90,4,86,0.08,0.0,,playing,718000,71.4,77.0,2.08
Dayne Zorko,2,827,21,806,0.5,0.01,,playing,1076000,105.2,101.32,16.36
Dayne Zorko,3,2080,16,2064,1.26,0.01,hot_pick,playing,1076000,105.2,101.32,16.36
Dayne Zorko,4,3653,11,3642,2.21,0.01,hot_pick,playing,1076000,105.2,101.32,16.36
Dayne Zorko,5,234,214,20,0.14,0.13,,playing,1076000,105.2,101.32,16.36
Dayne Zorko,6,132,144,-12,0.12,0.13,,playing,1076000,105.2,101.32,16.36
Patrick Dangerfield,2,20,41,-21,0.01,0.02,,uncertain,754000,75.4,75.43,1.02
Patrick Dangerfield,3,8,51,-43,0.0,0.03,,uncertain,754000,75.4,75.43,1.02
Patrick Dangerfield,4,25,17,8,0.02,0.01,,uncertain,754000,75.4,75.43,1.02
Patrick Dangerfield,5,120,7,113,0.07,0.0,,uncertain,754000,75.4,75.43,1.02
Patrick Dangerfield,6,150,5,145,0.14,0.0,,uncertain,754000,75.4,75.43,1.02
Todd Goldstein,2,1,71,-70,0.0,0.04,,uncertain,614000,0.0,72.38,0.39
Todd Goldstein,3,2,39,-37,0.0,0.02,,uncertain,614000,0.0,72.38,0.39
Todd Goldstein,4,1,45,-44,0.0,0.03,,uncertain,614000,0.0,72.38,0.39
Todd Goldstein,5,0,29,-29,0.0,0.02,,uncertain,614000,0.0,72.38,0.39
Todd Goldstein,6,11,12,-1,0.01,0.01,,uncertain,614000,0.0,72.38,0.39
Callan Ward,2,3,85,-82,0.0,0.05,,uncertain,614000,60.8,71.13,0.84
Callan Ward,3,5,12,-7,0.0,0.01,,uncertain,614000,60.8,71.13,0.84
Callan Ward,4,1,41,-40,0.0,0.02,,uncertain,614000,60.8,71.13,0.84
Callan Ward,5,11,17,-6,0.01,0.01,,uncertain,614000,60.8,71.13,0.84
Callan Ward,6,56,2,54,0.05,0.0,,uncertain,614000,60.8,71.13,0.84
Rhys Stanley,2,12,81,-69,0.01,0.05,,uncertain,677000,71.5,74.42,0.94
Rhys Stanley,3,5,80,-75,0.0,0.05,,uncertain,677000,71.5,74.42,0.94
Rhys Stanley,4,28,50,-22,0.02,0.03,,uncertain,677000,71.5,74.42,0.94
Rhys Stanley,5,260,9,251,0.16,0.01,,uncertain,677000,71.5,74.42,0.94
Rhys Stanley,6,72,14,58,0.07,0.01,,uncertain,677000,71.5,74.42,0.94
Taylor Walker,2,10,32,-22,0.01,0.02,,uncertain,697000,74.2,63.34,0.72
Taylor Walker,3,15,15,0,0.01,0.01,,uncertain,697000,74.2,63.34,0.72
Taylor Walker,4,61,7,54,0.04,0.0,,uncertain,697000,74.2,63.34,0.72
Taylor Walker,5,66,12,54,0.04,0.01,,uncertain,697000,74.2,63.34,0.72
Taylor Walker,6,14,11,3,0.01,0.01,,uncertain,697000,74.2,63.34,0.72
Luke Breust,2,4,30,-26,0.0,0.02,,uncertain,346000,25.0,60.37,0.6
Luke Breust,3,23,26,-3,0.01,0.02,,uncertain,346000,25.0,60.37,0.6
Luke Breust,4,0,34,-34,0.0,0.02,,uncertain,346000,25.0,60.37,0.6
Luke Breust,5,9,13,-4,0.01,0.01,,uncertain,346000,25.0,60.37,0.6
Luke Breust,6,7,9,-2,0.01,0.01,,uncertain,346000,25.0,60.37,0.6
Jake Melksham,2,1,11,-10,0.0,0.01,,uncertain,428000,37.7,53.29,0.1
Jake Melksham,3,2,5,-3,0.0,0.0,,uncertain,428000,37.7,53.29,0.1
Jake Melksham,4,5,2,3,0.0,0.0,,uncertain,428000,37.7,53.29,0.1
Jake Melksham,5,5,3,2,0.0,0.0,,uncertain,428000,37.7,53.29,0.1
Jake Melksham,6,2,1,1,0.0,0.0,,uncertain,428000,37.7,53.29,0.1
Steele Sidebottom,2,50,3,47,0.03,0.0,,playing,836000,90.6,78.14,1.44
Steele Sidebottom,3,12,59,-47,0.01,0.04,,playing,836000,90.6,78.14,1.44
Steele Sidebottom,4,35,9,26,0.02,0.01,,playing,836000,90.6,78.14,1.44
Steele Sidebottom,5,74,7,67,0.05,0.0,,playing,836000,90.6,78.14,1.44
Steele Sidebottom,6,150,5,145,0.14,0.0,,playing,836000,90.6,78.14,1.44
Michael Walters,2,0,60,-60,0.0,0.04,,injured,454000,0.0,57.22,0.25
Michael Walters,3,1,27,-26,0.0,0.02,,injured,454000,0.0,57.22,0.25
Michael Walters,4,0,25,-25,0.0,0.02,,injured,454000,0.0,57.22,0.25
Michael Walters,5,0,17,-17,0.0,0.01,,injured,454000,0.0,57.22,0.25
Michael Walters,6,0,10,-10,0.0,0.01,,injured,454000,0.0,57.22,0.25
Mitch Duncan,2,1,36,-35,0.0,0.02,,uncertain,795000,0.0,73.29,0.2
Mitch Duncan,3,2,17,-15,0.0,0.01,,uncertain,795000,0.0,73.29,0.2
Mitch Duncan,4,2,15,-13,0.0,0.01,,uncertain,795000,0.0,73.29,0.2
Mitch Duncan,5,0,18,-18,0.0,0.01,,uncertain,795000,0.0,73.29,0.2
Mitch Duncan,6,0,7,-7,0.0,0.01,,uncertain,795000,0.0,73.29,0.2
Liam Jones,2,1,41,-40,0.0,0.02,,uncertain,473000,40.3,48.37,0.25
Liam Jones,3,24,10,14,0.01,0.01,,uncertain,473000,40.3,48.37,0.25
Liam Jones,4,25,5,20,0.02,0.0,,uncertain,473000,40.3,48.37,0.25
Liam Jones,5,8,10,-2,0.0,0.01,,uncertain,473000,40.3,48.37,0.25
Liam Jones,6,7,7,0,0.01,0.01,,uncertain,473000,40.3,48.37,0.25
Steven May,2,0,533,-533,0.0,0.32,falling,uncertain,746000,70.3,75.08,0.71
Steven May,3,15,107,-92,0.01,0.06,,uncertain,746000,70.3,75.08,0.71
Steven May,4,5,19,-14,0.0,0.01,,uncertain,746000,70.3,75.08,0.71
Steven May,5,59,5,54,0.04,0.0,,uncertain,746000,70.3,75.08,0.71
Steven May,6,3,34,-31,0.0,0.03,,uncertain,746000,70.3,75.08,0.71
Taylor Duryea,2,6,20,-14,0.0,0.01,,injured,565000,38.0,62.21,0.07
Taylor Duryea,3,0,23,-23,0.0,0.01,,injured,565000,38.0,62.21,0.07
Taylor Duryea,4,0,33,-33,0.0,0.02,,injured,565000,38.0,62.21,0.07
Taylor Duryea,5,0,8,-8,0.0,0.0,,injured,565000,38.0,62.21,0.07
Taylor Duryea,6,0,7,-7,0.0,0.01,,injured,565000,38.0,62.21,0.07
Tom Campbell,2,3,77,-74,0.0,0.05,,injured,316000,0.0,60.99,2.2
Tom Campbell,3,9,72,-63,0.01,0.04,,injured,316000,0.0,60.99,2.2
Tom Campbell,4,2,64,-62,0.0,0.04,,injured,316000,0.0,60.99,2.2
Tom Campbell,5,5,50,-45,0.0,0.03,,injured,316000,0.0,60.99,2.2
Tom Campbell,6,1,50,-49,0.0,0.05,,injured,316000,0.0,60.99,2.2
Dane Rampe,2,152,30,122,0.09,0.02,,uncertain,582000,63.4,57.81,2.17
Dane Rampe,3,75,165,-90,0.05,0.1,,uncertain,582000,63.4,57.81,2.17
Dane Rampe,4,124,19,105,0.08,0.01,,uncertain,582000,63.4,57.81,2.17
Dane Rampe,5,85,47,38,0.05,0.03,,uncertain,582000,63.4,57.81,2.17
Dane Rampe,6,9,59,-50,0.01,0.06,,uncertain,582000,63.4,57.81,2.17
Lachlan Keeffe,2,105,252,-147,0.06,0.15,,uncertain,467000,51.3,56.64,3.95
Lachlan Keeffe,3,305,65,240,0.18,0.04,,uncertain,467000,51.3,56.64,3.95
Lachlan Keeffe,4,110,209,-99,0.07,0.13,,uncertain,467000,51.3,56.64,3.95
Lachlan Keeffe,5,36,424,-388,0.02,0.26,,uncertain,467000,51.3,56.64,3.95
Lachlan Keeffe,6,35,158,-123,0.03,0.15,,uncertain,467000,51.3,56.64,3.95
Max Gawn,2,460,110,350,0.28,0.07,,uncertain,1002000,97.4,102.46,18.57
Max Gawn,3,38,1086,-1048,0.02,0.66,falling,uncertain,1002000,97.4,102.46,18.57
Max Gawn,4,67,925,-858,0.04,0.56,falling,uncertain,1002000,97.4,102.46,18.57
Max Gawn,5,94,294,-200,0.06,0.18,,uncertain,1002000,97.4,102.46,18.57
Max Gawn,6,966,27,939,0.9,0.03,,uncertain,1002000,97.4,102.46,18.57
Cameron Guthrie,2,0,28,-28,0.0,0.02,,injured,731000,0.0,76.73,0.13
Cameron Guthrie,3,0,13,-13,0.0,0.01,,injured,731000,0.0,76.73,0.13
Cameron Guthrie,4,0,11,-11,0.0,0.01,,injured,731000,0.0,76.73,0.13
Cameron Guthrie,5,0,8,-8,0.0,0.0,,injured,731000,0.0,76.73,0.13
Cameron Guthrie,6,0,7,-7,0.0,0.01,,injured,731000,0.0,76.73,0.13
Dion Prestia,2,0,21,-21,0.0,0.01,,injured,743000,0.0,78.66,0.12
Dion Prestia,3,0,13,-13,0.0,0.01,,injured,743000,0.0,78.66,0.12
Dion Prestia,4,0,5,-5,0.0,0.0,,injured,743000,0.0,78.66,0.12
Dion Prestia,5,0,6,-6,0.0,0.0,,injured,743000,0.0,78.66,0.12
Dion Prestia,6,0,1,-1,0.0,0.0,,injured,743000,0.0,78.66,0.12
Jimmy Webster,2,2,8,-6,0.0,0.0,,uncertain,494000,41.8,58.79,0.13
Jimmy Webster,3,11,6,5,0.01,0.0,,uncertain,494000,41.8,58.79,0.13
Jimmy Webster,4,11,3,8,0.01,0.0,,uncertain,494000,41.8,58.79,0.13
Jimmy Webster,5,3,12,-9,0.0,0.01,,uncertain,494000,41.8,58.79,0.13
Jimmy Webster,6,1,13,-12,0.0,0.01,,uncertain,494000,41.8,58.79,0.13
Luke Parker,2,40,47,-7,0.02,0.03,,uncertain,838000,85.0,68.01,2.14
Luke Parker,3,17,83,-66,0.01,0.05,,uncertain,838000,85.0,68.01,2.14
Luke Parker,4,33,68,-35,0.02,0.04,,uncertain,838000,85.0,68.01,2.14
Luke Parker,5,169,11,158,0.1,0.01,,uncertain,838000,85.0,68.01,2.14
Luke Parker,6,15,71,-56,0.01,0.07,,uncertain,838000,85.0,68.01,2.14
Tom Liberatore,2,280,7,273,0.17,0.0,,uncertain,1017000,108.0,83.5,9.35
Tom Liberatore,3,806,10,796,0.49,0.01,,uncertain,1017000,108.0,83.5,9.35
Tom Liberatore,4,4782,4,4778,2.9,0.0,hot_pick,uncertain,1017000,108.0,83.5,9.35
Tom Liberatore,5,1054,42,1012,0.65,0.03,,uncertain,1017000,108.0,83.5,9.35
Tom Liberatore,6,58,325,-267,0.05,0.3,,uncertain,1017000,108.0,83.5,9.35
Jamie Cripps,2,5,10,-5,0.0,0.01,,uncertain,627000,59.4,63.67,0.28
Jamie Cripps,3,2,5,-3,0.0,0.0,,uncertain,627000,59.4,63.67,0.28
Jamie Cripps,4,1,1,0,0.0,0.0,,uncertain,627000,59.4,63.67,0.28
Jamie Cripps,5,1,9,-8,0.0,0.01,,uncertain,627000,59.4,63.67,0.28
Jamie Cripps,6,1,5,-4,0.0,0.0,,uncertain,627000,59.4,63.67,0.28
David Swallow,2,6,71,-65,0.0,0.04,,injured,424000,0.0,59.42,0.37
David Swallow,3,2,67,-65,0.0,0.04,,injured,424000,0.0,59.42,0.37
David Swallow,4,0,48,-48,0.0,0.03,,injured,424000,0.0,59.42,0.37
David Swallow,5,0,46,-46,0.0,0.03,,injured,424000,0.0,59.42,0.37
David Swallow,6,0,16,-16,0.0,0.01,,injured,424000,0.0,59.42,0.37
Jack Darling,2,24,13,11,0.01,0.01,,uncertain,564000,59.6,59.69,0.48
Jack Darling,3,34,14,20,0.02,0.01,,uncertain,564000,59.6,59.69,0.48
Jack Darling,4,3,20,-17,0.0,0.01,,uncertain,564000,59.6,59.69,0.48
Jack Darling,5,2,106,-104,0.0,0.06,,uncertain,564000,59.6,59.69,0.48
Jack Darling,6,2,11,-9,0.0,0.01,,uncertain,564000,59.6,59.69,0.48
Jeremy Howe,2,19,70,-51,0.01,0.04,,playing,560000,49.8,66.58,1.45
Jeremy Howe,3,8,92,-84,0.0,0.06,,playing,560000,49.8,66.58,1.45
Jeremy Howe,4,23,18,5,0.01,0.01,,playing,560000,49.8,66.58,1.45
Jeremy Howe,5,11,40,-29,0.01,0.02,,playing,560000,49.8,66.58,1.45
Jeremy Howe,6,5,47,-42,0.0,0.04,,playing,560000,49.8,66.58,1.45
Jack Gunston,2,10,8,2,0.01,0.0,,uncertain,637000,80.7,62.95,0.39
Jack Gunston,3,11,1,10,0.01,0.0,,uncertain,637000,80.7,62.95,0.39
Jack Gunston,4,5,7,-2,0.0,0.0,,uncertain,637000,80.7,62.95,0.39
Jack Gunston,5,21,5,16,0.01,0.0,,uncertain,637000,80.7,62.95,0.39
Jack Gunston,6,138,1,137,0.13,0.0,,uncertain,637000,80.7,62.95,0.39
Tom McDonald,2,12,0,12,0.01,0.0,,uncertain,632000,63.8,60.65,0.17
Tom McDonald,3,2,1,1,0.0,0.0,,uncertain,632000,63.8,60.65,0.17
Tom McDonald,4,3,2,1,0.0,0.0,,uncertain,632000,63.8,60.65,0.17
Tom McDonald,5,29,0,29,0.02,0.0,,uncertain,632000,63.8,60.65,0.17
Tom McDonald,6,3,4,-1,0.0,0.0,,uncertain,632000,63.8,60.65,0.17
Ryan Lester,2,5,14,-9,0.0,0.01,,playing,607000,56.8,65.74,0.32
Ryan Lester,3,58,2,56,0.04,0.0,,playing,607000,56.8,65.74,0.32
Ryan Lester,4,28,2,26,0.02,0.0,,playing,607000,56.8,65.74,0.32
Ryan Lester,5,2,30,-28,0.0,0.02,,playing,607000,56.8,65.74,0.32
Ryan Lester,6,1,18,-17,0.0,0.02,,playing,607000,56.8,65.74,0.32
Nat Fyfe,2,0,89,-89,0.0,0.05,,injured,613000,0.0,64.51,0.42
Nat Fyfe,3,4,35,-31,0.0,0.02,,injured,613000,0.0,64.51,0.42
Nat Fyfe,4,2,38,-36,0.0,0.02,,injured,613000,0.0,64.51,0.42
Nat Fyfe,5,4,33,-29,0.0,0.02,,injured,613000,0.0,64.51,0.42
Nat Fyfe,6,0,31,-31,0.0,0.03,,injured,613000,0.0,64.51,0.42
Will Hoskin-Elliott,2,0,29,-29,0.0,0.02,,playing,581000,55.0,59.74,0.55
Will Hoskin-Elliott,3,2,7,-5,0.0,0.0,,playing,581000,55.0,59.74,0.55
Will Hoskin-Elliott,4,0,6,-6,0.0,0.0,,playing,581000,55.0,59.74,0.55
Will Hoskin-Elliott,5,1,9,-8,0.0,0.01,,playing,581000,55.0,59.74,0.55
Will Hoskin-Elliott,6,2,0,2,0.0,0.0,,playing,581000,55.0,59.74,0.55
Brodie Smith,2,0,19,-19,0.0,0.01,,uncertain,657000,0.0,65.71,0.09
Brodie Smith,3,1,12,-11,0.0,0.01,,uncertain,657000,0.0,65.71,0.09
Brodie Smith,4,1,8,-7,0.0,0.0,,uncertain,657000,0.0,65.71,0.09
Brodie Smith,5,0,4,-4,0.0,0.0,,uncertain,657000,0.0,65.71,0.09
Brodie Smith,6,0,1,-1,0.0,0.0,,uncertain,657000,0.0,65.71,0.09
Sam Day,2,12,4,8,0.01,0.0,,playing,517000,52.0,52.12,0.17
Sam Day,3,3,9,-6,0.0,0.01,,playing,517000,52.0,52.12,0.17
Sam Day,4,3,4,-1,0.0,0.0,,playing,517000,52.0,52.12,0.17
Sam Day,5,9,5,4,0.01,0.0,,playing,517000,52.0,52.12,0.17
Sam Day,6,3,0,3,0.0,0.0,,playing,517000,52.0,52.12,0.17
Taylor Adams,2,0,138,-138,0.0,0.08,,injured,665000,32.0,67.38,1.97
Taylor Adams,3,4,30,-26,0.0,0.02,,injured,665000,32.0,67.38,1.97
Taylor Adams,4,0,54,-54,0.0,0.03,,injured,665000,32.0,67.38,1.97
Taylor Adams,5,2,36,-34,0.0,0.02,,injured,665000,32.0,67.38,1.97
Taylor Adams,6,0,14,-14,0.0,0.01,,injured,665000,32.0,67.38,1.97
Dylan Shiel,2,10,296,-286,0.01,0.18,,uncertain,774000,81.8,77.9,1.0
Dylan Shiel,3,4,499,-495,0.0,0.3,,uncertain,774000,81.8,77.9,1.0
Dylan Shiel,4,3,227,-224,0.0,0.14,,uncertain,774000,81.8,77.9,1.0
Dylan Shiel,5,53,17,36,0.03,0.01,,uncertain,774000,81.8,77.9,1.0
Dylan Shiel,6,207,11,196,0.19,0.01,,uncertain,774000,81.8,77.9,1.0
Adam Treloar,2,2,288,-286,0.0,0.18,,injured,1129000,0.0,99.63,0.85
Adam Treloar,3,3,105,-102,0.0,0.06,,injured,1129000,0.0,99.63,0.85
Adam Treloar,4,2,76,-74,0.0,0.05,,injured,1129000,0.0,99.63,0.85
Adam Treloar,5,1,32,-31,0.0,0.02,,injured,1129000,0.0,99.63,0.85
Adam Treloar,6,1,10,-9,0.0,0.01,,injured,1129000,0.0,99.63,0.85
Tom Stewart,2,261,31,230,0.16,0.02,,injured,805000,70.7,88.12,4.49
Tom Stewart,3,41,1352,-1311,0.02,0.82,falling,injured,805000,70.7,88.12,4.49
Tom Stewart,4,73,237,-164,0.04,0.14,,injured,805000,70.7,88.12,4.49
Tom Stewart,5,505,454,51,0.31,0.28,,injured,805000,70.7,88.12,4.49
Tom Stewart,6,726,314,412,0.68,0.29,,injured,805000,70.7,88.12,4.49
Robbie Fox,2,0,15,-15,0.0,0.01,,injured,510000,0.0,52.56,0.12
Robbie Fox,3,2,6,-4,0.0,0.0,,injured,510000,0.0,52.56,0.12
Robbie Fox,4,0,12,-12,0.0,0.01,,injured,510000,0.0,52.56,0.12
Robbie Fox,5,0,12,-12,0.0,0.01,,injured,510000,0.0,52.56,0.12
Robbie Fox,6,0,4,-4,0.0,0.0,,injured,510000,0.0,52.56,0.12
Brody Mihocek,2,4,56,-52,0.0,0.03,,playing,556000,53.0,57.26,0.74
Brody Mihocek,3,0,38,-38,0.0,0.02,,playing,556000,53.0,57.26,0.74
Brody Mihocek,4,6,28,-22,0.0,0.02,,playing,556000,53.0,57.26,0.74
Brody Mihocek,5,2,10,-8,0.0,0.01,,playing,556000,53.0,57.26,0.74
Brody Mihocek,6,2,3,-1,0.0,0.0,,playing,556000,53.0,57.26,0.74
Tom Mitchell,2,0,10,-10,0.0,0.01,,injured,829000,0.0,93.91,0.08
Tom Mitchell,3,0,7,-7,0.0,0.0,,injured,829000,0.0,93.91,0.08
Tom Mitchell,4,0,3,-3,0.0,0.0,,injured,829000,0.0,93.91,0.08
Tom Mitchell,5,0,3,-3,0.0,0.0,,injured,829000,0.0,93.91,0.08
Tom Mitchell,6,0,1,-1,0.0,0.0,,injured,829000,0.0,93.91,0.08
Jack Viney,2,8,2,6,0.0,0.0,,uncertain,770000,72.2,88.05,0.32
Jack Viney,3,2,7,-5,0.0,0.0,,uncertain,770000,72.2,88.05,0.32
Jack Viney,4,10,17,-7,0.01,0.01,,uncertain,770000,72.2,88.05,0.32
Jack Viney,5,3,35,-32,0.0,0.02,,uncertain,770000,72.2,88.05,0.32
Jack Viney,6,5,11,-6,0.0,0.01,,uncertain,770000,72.2,88.05,0.32
Stephen Coniglio,2,6,108,-102,0.0,0.07,,uncertain,691000,53.0,78.94,1.55
Stephen Coniglio,3,9,14,-5,0.01,0.01,,uncertain,691000,53.0,78.94,1.55
Stephen Coniglio,4,19,40,-21,0.01,0.02,,uncertain,691000,53.0,78.94,1.55
Stephen Coniglio,5,7,77,-70,0.0,0.05,,uncertain,691000,53.0,78.94,1.55
Stephen Coniglio,6,9,47,-38,0.01,0.04,,uncertain,691000,53.0,78.94,1.55
Jarrod Witts,2,21,185,-164,0.01,0.11,,uncertain,968000,96.3,92.56,1.56
Jarrod Witts,3,347,10,337,0.21,0.01,,uncertain,968000,96.3,92.56,1.56
Jarrod Witts,4,88,44,44,0.05,0.03,,uncertain,968000,96.3,92.56,1.56
Jarrod Witts,5,278,17,261,0.17,0.01,,uncertain,968000,96.3,92.56,1.56
Jarrod Witts,6,88,24,64,0.08,0.02,,uncertain,968000,96.3,92.56,1.56
Harry Cunningham,2,1,8,-7,0.0,0.0,,injured,539000,0.0,61.11,0.08
Harry Cunningham,3,0,5,-5,0.0,0.0,,injured,539000,0.0,61.11,0.08
Harry Cunningham,4,1,9,-8,0.0,0.01,,injured,539000,0.0,61.11,0.08
Harry Cunningham,5,0,2,-2,0.0,0.0,,injured,539000,0.0,61.11,0.08
Harry Cunningham,6,0,1,-1,0.0,0.0,,injured,539000,0.0,61.11,0.08
Elliot Yeo,2,0,35,-35,0.0,0.02,,injured,933000,0.0,85.64,0.16
Elliot Yeo,3,0,13,-13,0.0,0.01,,injured,933000,0.0,85.64,0.16
Elliot Yeo,4,0,10,-10,0.0,0.01,,injured,933000,0.0,85.64,0.16
Elliot Yeo,5,0,8,-8,0.0,0.0,,injured,933000,0.0,85.64,0.16
Elliot Yeo,6,0,4,-4,0.0,0.0,,injured,933000,0.0,85.64,0.16
Rory Laird,2,43,5,38,0.03,0.0,,uncertain,926000,89.4,92.7,0.65
Rory Laird,3,29,31,-2,0.02,0.02,,uncertain,926000,89.4,92.7,0.65
Rory Laird,4,31,16,15,0.02,0.01,,uncertain,926000,89.4,92.7,0.65
Rory Laird,5,24,32,-8,0.01,0.02,,uncertain,926000,89.4,92.7,0.65
Rory Laird,6,155,14,141,0.15,0.01,,uncertain,926000,89.4,92.7,0.65
Lachie Neale,2,166,474,-308,0.1,0.29,,playing,939000,90.6,96.68,5.96
Lachie Neale,3,354,56,298,0.21,0.03,,playing,939000,90.6,96.68,5.96
Lachie Neale,4,350,114,236,0.21,0.07,,playing,939000,90.6,96.68,5.96
Lachie Neale,5,1509,29,1480,0.92,0.02,,playing,939000,90.6,96.68,5.96
Lachie Neale,6,138,98,40,0.13,0.09,,playing,939000,90.6,96.68,5.96
Lincoln McCarthy,2,0,32,-32,0.0,0.02,,injured,593000,0.0,61.12,0.12
Lincoln McCarthy,3,0,18,-18,0.0,0.01,,injured,593000,0.0,61.12,0.12
Lincoln McCarthy,4,0,11,-11,0.0,0.01,,injured,593000,0.0,61.12,0.12
Lincoln McCarthy,5,0,9,-9,0.0,0.01,,injured,593000,0.0,61.12,0.12
Lincoln McCarthy,6,0,4,-4,0.0,0.0,,injured,593000,0.0,61.12,0.12
Sam Frost,2,17,211,-194,0.01,0.13,,uncertain,324000,11.5,45.5,1.22
Sam Frost,3,17,165,-148,0.01,0.1,,uncertain,324000,11.5,45.5,1.22
Sam Frost,4,8,110,-102,0.0,0.07,,uncertain,324000,11.5,45.5,1.22
Sam Frost,5,13,65,-52,0.01,0.04,,uncertain,324000,11.5,45.5,1.22
Sam Frost,6,6,35,-29,0.01,0.03,,uncertain,324000,11.5,45.5,1.22
Jamie Elliott,2,20,20,0,0.01,0.01,,playing,614000,60.6,61.7,2.09
Jamie Elliott,3,6,99,-93,0.0,0.06,,playing,614000,60.6,61.7,2.09
Jamie Elliott,4,8,18,-10,0.0,0.01,,playing,614000,60.6,61.7,2.09
Jamie Elliott,5,8,54,-46,0.0,0.03,,playing,614000,60.6,61.7,2.09
Jamie Elliott,6,8,17,-9,0.01,0.02,,playing,614000,60.6,61.7,2.09
Tom Lynch,2,15,507,-492,0.01,0.31,,uncertain,414000,39.3,63.26,1.6
Tom Lynch,3,35,73,-38,0.02,0.04,,uncertain,414000,39.3,63.26,1.6
Tom Lynch,4,14,116,-102,0.01,0.07,,uncertain,414000,39.3,63.26,1.6
Tom Lynch,5,21,162,-141,0.01,0.1,,uncertain,414000,39.3,63.26,1.6
Tom Lynch,6,4,125,-121,0.0,0.12,,uncertain,414000,39.3,63.26,1.6
Jeremy Cameron,2,208,26,182,0.13,0.02,,uncertain,778000,77.0,78.11,7.53
Jeremy Cameron,3,23,246,-223,0.01,0.15,,uncertain,778000,77.0,78.11,7.53
Jeremy Cameron,4,18,596,-578,0.01,0.36,falling,uncertain,778000,77.0,78.11,7.53
Jeremy Cameron,5,29,84,-55,0.02,0.05,,uncertain,778000,77.0,78.11,7.53
Jeremy Cameron,6,19,62,-43,0.02,0.06,,uncertain,778000,77.0,78.11,7.53
Jack Crisp,2,21,7,14,0.01,0.0,,playing,827000,82.4,79.27,2.21
Jack Crisp,3,3,99,-96,0.0,0.06,,playing,827000,82.4,79.27,2.21
Jack Crisp,4,21,13,8,0.01,0.01,,playing,827000,82.4,79.27,2.21
Jack Crisp,5,15,18,-3,0.01,0.01,,playing,827000,82.4,79.27,2.21
Jack Crisp,6,9,6,3,0.01,0.01,,playing,827000,82.4,79.27,2.21
Jed Bews,2,4,80,-76,0.0,0.05,,injured,408000,0.0,51.15,0.23
Jed Bews,3,2,34,-32,0.0,0.02,,injured,408000,0.0,51.15,0.23
Jed Bews,4,0,35,-35,0.0,0.02,,injured,408000,0.0,51.15,0.23
Jed Bews,5,0,22,-22,0.0,0.01,,injured,408000,0.0,51.15,0.23
Jed Bews,6,0,7,-7,0.0,0.01,,injured,408000,0.0,51.15,0.23
Jake Stringer,2,4,20,-16,0.0,0.01,,uncertain,597000,49.3,62.45,0.39
Jake Stringer,3,13,31,-18,0.01,0.02,,uncertain,597000,49.3,62.45,0.39
Jake Stringer,4,15,9,6,0.01,0.01,,uncertain,597000,49.3,62.45,0.39
Jake Stringer,5,1,14,-13,0.0,0.01,,uncertain,597000,49.3,62.45,0.39
Jake Stringer,6,0,6,-6,0.0,0.01,,uncertain,597000,49.3,62.45,0.39
Brodie Grundy,2,28,81,-53,0.02,0.05,,uncertain,898000,87.0,94.79,4.13
Brodie Grundy,3,3,379,-376,0.0,0.23,,uncertain,898000,87.0,94.79,4.13
Brodie Grundy,4,38,55,-17,0.02,0.03,,uncertain,898000,87.0,94.79,4.13
Brodie Grundy,5,114,38,76,0.07,0.02,,uncertain,898000,87.0,94.79,4.13
Brodie Grundy,6,144,13,131,0.13,0.01,,uncertain,898000,87.0,94.79,4.13
Sean Lemmens,2,0,25,-25,0.0,0.02,,uncertain,424000,0.0,52.38,0.14
Sean Lemmens,3,2,13,-11,0.0,0.01,,uncertain,424000,0.0,52.38,0.14
Sean Lemmens,4,3,10,-7,0.0,0.01,,uncertain,424000,0.0,52.38,0.14
Sean Lemmens,5,1,9,-8,0.0,0.01,,uncertain,424000,0.0,52.38,0.14
Sean Lemmens,6,1,6,-5,0.0,0.01,,uncertain,424000,0.0,52.38,0.14
George Hewett,2,35,6,29,0.02,0.0,,uncertain,1016000,113.4,92.0,3.93
George Hewett,3,467,3,464,0.28,0.0,,uncertain,1016000,113.4,92.0,3.93
George Hewett,4,535,4,531,0.32,0.0,,uncertain,1016000,113.4,92.0,3.93
George Hewett,5,2398,6,2392,1.47,0.0,hot_pick,uncertain,1016000,113.4,92.0,3.93
George Hewett,6,1091,4,1087,1.02,0.0,,uncertain,1016000,113.4,92.0,3.93
Jason Johannisen,2,1,18,-17,0.0,0.01,,uncertain,785000,31.0,73.51,0.09
