player_name,round,transfers_in,transfers_out,net_transfers,transfer_in_pct,transfer_out_pct,tag,status,cost,avg_points,proj_avg,owned_by_pct
Shai Bolton,3,59,177,-118,0.04,0.11,,uncertain,675000,65.3,70.03,3.81
Shai Bolton,4,40,190,-150,0.02,0.12,,uncertain,675000,65.3,70.03,3.81
Shai Bolton,5,153,85,68,0.09,0.05,,uncertain,675000,65.3,70.03,3.81
Shai Bolton,6,102,36,66,0.1,0.03,,uncertain,675000,65.3,70.03,3.81
Jy Simpkin,2,2815,6,2809,1.71,0.0,hot_pick,uncertain,928000,103.6,78.22,12.32
Jy Simpkin,3,956,85,871,0.58,0.05,,uncertain,928000,103.6,78.22,12.32
Jy Simpkin,4,3205,21,3184,1.94,0.01,hot_pick,uncertain,928000,103.6,78.22,12.32
Jy Simpkin,5,931,153,778,0.57,0.09,,uncertain,928000,103.6,78.22,12.32
Jy Simpkin,6,841,26,815,0.79,0.02,,uncertain,928000,103.6,78.22,12.32
Mabior Chol,2,62,13,49,0.04,0.01,,uncertain,503000,43.6,54.56,1.66
Mabior Chol,3,41,28,13,0.02,0.02,,uncertain,503000,43.6,54.56,1.66
Mabior Chol,4,5,123,-118,0.0,0.07,,uncertain,503000,43.6,54.56,1.66
Mabior Chol,5,11,37,-26,0.01,0.02,,uncertain,503000,43.6,54.56,1.66
Mabior Chol,6,6,48,-42,0.01,0.04,,uncertain,503000,43.6,54.56,1.66
Jordan De Goey,2,20,24,-4,0.01,0.01,,playing,759000,55.5,76.78,0.44
Jordan De Goey,3,6,15,-9,0.0,0.01,,playing,759000,55.5,76.78,0.44
Jordan De Goey,4,22,4,18,0.01,0.0,,playing,759000,55.5,76.78,0.44
Jordan De Goey,5,5,48,-43,0.0,0.03,,playing,759000,55.5,76.78,0.44
Jordan De Goey,6,7,20,-13,0.01,0.02,,playing,759000,55.5,76.78,0.44
Dan Houston,2,342,27,315,0.21,0.02,,not-playing,884000,77.3,87.6,3.49
Dan Houston,3,23,1224,-1201,0.01,0.74,falling,not-playing,884000,77.3,87.6,3.49
Dan Houston,4,138,71,67,0.08,0.04,,not-playing,884000,77.3,87.6,3.49
Dan Houston,5,8,1458,-1450,0.0,0.89,falling,not-playing,884000,77.3,87.6,3.49
Dan Houston,6,6,182,-176,0.01,0.17,,not-playing,884000,77.3,87.6,3.49
Jayden Hunt,2,14,181,-167,0.01,0.11,,uncertain,511000,45.6,63.34,0.67
Jayden Hunt,3,12,54,-42,0.01,0.03,,uncertain,511000,45.6,63.34,0.67
Jayden Hunt,4,19,37,-18,0.01,0.02,,uncertain,511000,45.6,63.34,0.67
Jayden Hunt,5,15,59,-44,0.01,0.04,,uncertain,511000,45.6,63.34,0.67
Jayden Hunt,6,2,30,-28,0.0,0.03,,uncertain,511000,45.6,63.34,0.67
Tom Atkins,2,20,1,19,0.01,0.0,,uncertain,803000,84.8,72.01,0.48
Tom Atkins,3,40,2,38,0.02,0.0,,uncertain,803000,84.8,72.01,0.48
Tom Atkins,4,64,0,64,0.04,0.0,,uncertain,803000,84.8,72.01,0.48
Tom Atkins,5,98,6,92,0.06,0.0,,uncertain,803000,84.8,72.01,0.48
Tom Atkins,6,24,12,12,0.02,0.01,,uncertain,803000,84.8,72.01,0.48
Jack Sinclair,2,77,192,-115,0.05,0.12,,uncertain,1056000,107.8,93.43,14.09
Jack Sinclair,3,2276,31,2245,1.38,0.02,hot_pick,uncertain,1056000,107.8,93.43,14.09
Jack Sinclair,4,3368,7,3361,2.04,0.0,hot_pick,uncertain,1056000,107.8,93.43,14.09
Jack Sinclair,5,1488,48,1440,0.91,0.03,,uncertain,1056000,107.8,93.43,14.09
Jack Sinclair,6,1111,33,1078,1.04,0.03,,uncertain,1056000,107.8,93.43,14.09
Harris Andrews,2,21,249,-228,0.01,0.15,,playing,625000,63.0,61.47,1.65
Harris Andrews,3,63,23,40,0.04,0.01,,playing,625000,63.0,61.47,1.65
Harris Andrews,4,69,15,54,0.04,0.01,,playing,625000,63.0,61.47,1.65
Harris Andrews,5,34,82,-48,0.02,0.05,,playing,625000,63.0,61.47,1.65
Harris Andrews,6,23,23,0,0.02,0.02,,playing,625000,63.0,61.47,1.65
Matt Guelfi,2,0,22,-22,0.0,0.01,,injured,583000,0.0,56.41,0.09
Matt Guelfi,3,1,12,-11,0.0,0.01,,injured,583000,0.0,56.41,0.09
Matt Guelfi,4,0,3,-3,0.0,0.0,,injured,583000,0.0,56.41,0.09
Matt Guelfi,5,1,2,-1,0.0,0.0,,injured,583000,0.0,56.41,0.09
Matt Guelfi,6,0,1,-1,0.0,0.0,,injured,583000,0.0,56.41,0.09
Jake Waterman,2,3,534,-531,0.0,0.33,falling,uncertain,708000,51.5,70.85,1.31
Jake Waterman,3,4,368,-364,0.0,0.22,,uncertain,708000,51.5,70.85,1.31
Jake Waterman,4,1,184,-183,0.0,0.11,,uncertain,708000,51.5,70.85,1.31
Jake Waterman,5,7,103,-96,0.0,0.06,,uncertain,708000,51.5,70.85,1.31
Jake Waterman,6,7,27,-20,0.01,0.03,,uncertain,708000,51.5,70.85,1.31
Marty Hore,2,1,12,-11,0.0,0.01,,injured,471000,0.0,59.89,0.04
Marty Hore,3,0,10,-10,0.0,0.01,,injured,471000,0.0,59.89,0.04
Marty Hore,4,1,2,-1,0.0,0.0,,injured,471000,0.0,59.89,0.04
Marty Hore,5,0,5,-5,0.0,0.0,,injured,471000,0.0,59.89,0.04
Marty Hore,6,0,3,-3,0.0,0.0,,injured,471000,0.0,59.89,0.04
Clayton Oliver,2,150,445,-295,0.09,0.27,,uncertain,928000,101.6,86.23,53.88
Clayton Oliver,3,557,77,480,0.34,0.05,,uncertain,928000,101.6,86.23,53.88
Clayton Oliver,4,503,125,378,0.3,0.08,,uncertain,928000,101.6,86.23,53.88
Clayton Oliver,5,748,117,631,0.46,0.07,,uncertain,928000,101.6,86.23,53.88
Clayton Oliver,6,110,322,-212,0.1,0.3,,uncertain,928000,101.6,86.23,53.88
Bailey Dale,2,165,4,161,0.1,0.0,,uncertain,869000,83.6,87.07,2.65
Bailey Dale,3,736,7,729,0.45,0.0,,uncertain,869000,83.6,87.07,2.65
Bailey Dale,4,111,99,12,0.07,0.06,,uncertain,869000,83.6,87.07,2.65
Bailey Dale,5,73,92,-19,0.04,0.06,,uncertain,869000,83.6,87.07,2.65
Bailey Dale,6,30,274,-244,0.03,0.26,,uncertain,869000,83.6,87.07,2.65
Charlie Curnow,2,132,146,-14,0.08,0.09,,uncertain,592000,50.5,77.55,2.31
Charlie Curnow,3,37,210,-173,0.02,0.13,,uncertain,592000,50.5,77.55,2.31
Charlie Curnow,4,53,54,-1,0.03,0.03,,uncertain,592000,50.5,77.55,2.31
Charlie Curnow,5,90,107,-17,0.06,0.07,,uncertain,592000,50.5,77.55,2.31
Charlie Curnow,6,32,22,10,0.03,0.02,,uncertain,592000,50.5,77.55,2.31
Lewis Melican,2,128,310,-182,0.08,0.19,,injured,426000,54.5,43.03,1.31
Lewis Melican,3,16,209,-193,0.01,0.13,,injured,426000,54.5,43.03,1.31
Lewis Melican,4,5,285,-280,0.0,0.17,,injured,426000,54.5,43.03,1.31
Lewis Melican,5,1,196,-195,0.0,0.12,,injured,426000,54.5,43.03,1.31
Lewis Melican,6,2,55,-53,0.0,0.05,,injured,426000,54.5,43.03,1.31
Tom Papley,2,30,155,-125,0.02,0.09,,injured,586000,43.0,65.97,2.14
Tom Papley,3,5,120,-115,0.0,0.07,,injured,586000,43.0,65.97,2.14
Tom Papley,4,3,162,-159,0.0,0.1,,injured,586000,43.0,65.97,2.14
Tom Papley,5,3,245,-242,0.0,0.15,,injured,586000,43.0,65.97,2.14
Tom Papley,6,1,64,-63,0.0,0.06,,injured,586000,43.0,65.97,2.14
Brennan Cox,2,11,43,-32,0.01,0.03,,uncertain,548000,50.2,56.22,0.28
Brennan Cox,3,9,15,-6,0.01,0.01,,uncertain,548000,50.2,56.22,0.28
Brennan Cox,4,6,22,-16,0.0,0.01,,uncertain,548000,50.2,56.22,0.28
Brennan Cox,5,6,9,-3,0.0,0.01,,uncertain,548000,50.2,56.22,0.28
Brennan Cox,6,4,5,-1,0.0,0.0,,uncertain,548000,50.2,56.22,0.28
Mason Redman,2,12,8,4,0.01,0.0,,uncertain,815000,80.3,85.29,0.58
Mason Redman,3,13,21,-8,0.01,0.01,,uncertain,815000,80.3,85.29,0.58
Mason Redman,4,4,60,-56,0.0,0.04,,uncertain,815000,80.3,85.29,0.58
Mason Redman,5,5,11,-6,0.0,0.01,,uncertain,815000,80.3,85.29,0.58
Mason Redman,6,10,9,1,0.01,0.01,,uncertain,815000,80.3,85.29,0.58
Will Hayward,2,10,25,-15,0.01,0.02,,uncertain,596000,56.4,62.18,1.25
Will Hayward,3,0,78,-78,0.0,0.05,,uncertain,596000,56.4,62.18,1.25
Will Hayward,4,8,16,-8,0.0,0.01,,uncertain,596000,56.4,62.18,1.25
Will Hayward,5,19,7,12,0.01,0.0,,uncertain,596000,56.4,62.18,1.25
Will Hayward,6,1,12,-11,0.0,0.01,,uncertain,596000,56.4,62.18,1.25
Peter Ladhams,2,75,16,59,0.05,0.01,,uncertain,560000,55.3,69.23,0.74
Peter Ladhams,3,12,45,-33,0.01,0.03,,uncertain,560000,55.3,69.23,0.74
Peter Ladhams,4,143,6,137,0.09,0.0,,uncertain,560000,55.3,69.23,0.74
Peter Ladhams,5,169,16,153,0.1,0.01,,uncertain,560000,55.3,69.23,0.74
Peter Ladhams,6,50,25,25,0.05,0.02,,uncertain,560000,55.3,69.23,0.74
Tyson Stengle,2,53,21,32,0.03,0.01,,uncertain,577000,52.8,61.47,1.25
Tyson Stengle,3,58,22,36,0.04,0.01,,uncertain,577000,52.8,61.47,1.25
Tyson Stengle,4,3,80,-77,0.0,0.05,,uncertain,577000,52.8,61.47,1.25
Tyson Stengle,5,4,102,-98,0.0,0.06,,uncertain,577000,52.8,61.47,1.25
Tyson Stengle,6,3,96,-93,0.0,0.09,,uncertain,577000,52.8,61.47,1.25
Lewis Young,2,0,22,-22,0.0,0.01,,uncertain,545000,58.0,54.38,0.19
Lewis Young,3,10,5,5,0.01,0.0,,uncertain,545000,58.0,54.38,0.19
Lewis Young,4,19,3,16,0.01,0.0,,uncertain,545000,58.0,54.38,0.19
Lewis Young,5,10,13,-3,0.01,0.01,,uncertain,545000,58.0,54.38,0.19
Lewis Young,6,4,9,-5,0.0,0.01,,uncertain,545000,58.0,54.38,0.19
Ryan Gardner,2,5,15,-10,0.0,0.01,,uncertain,279000,0.0,57.1,0.39
Ryan Gardner,3,4,15,-11,0.0,0.01,,uncertain,279000,0.0,57.1,0.39
Ryan Gardner,4,8,15,-7,0.0,0.01,,uncertain,279000,0.0,57.1,0.39
Ryan Gardner,5,2,14,-12,0.0,0.01,,uncertain,279000,0.0,57.1,0.39
Ryan Gardner,6,2,4,-2,0.0,0.0,,uncertain,279000,0.0,57.1,0.39
Conor McKenna,2,5,7,-2,0.0,0.0,,not-playing,543000,28.5,65.23,0.13
Conor McKenna,3,3,15,-12,0.0,0.01,,not-playing,543000,28.5,65.23,0.13
Conor McKenna,4,3,15,-12,0.0,0.01,,not-playing,543000,28.5,65.23,0.13
Conor McKenna,5,0,7,-7,0.0,0.0,,not-playing,543000,28.5,65.23,0.13
Conor McKenna,6,1,4,-3,0.0,0.0,,not-playing,543000,28.5,65.23,0.13
Griffin Logue,2,6,363,-357,0.0,0.22,,uncertain,396000,41.0,52.16,0.55
Griffin Logue,3,0,143,-143,0.0,0.09,,uncertain,396000,41.0,52.16,0.55
Griffin Logue,4,22,56,-34,0.01,0.03,,uncertain,396000,41.0,52.16,0.55
Griffin Logue,5,38,19,19,0.02,0.01,,uncertain,396000,41.0,52.16,0.55
Griffin Logue,6,1,13,-12,0.0,0.01,,uncertain,396000,41.0,52.16,0.55
Ash Johnson,2,1,10,-9,0.0,0.01,,injured,371000,0.0,44.14,0.12
Ash Johnson,3,0,3,-3,0.0,0.0,,injured,371000,0.0,44.14,0.12
Ash Johnson,4,0,7,-7,0.0,0.0,,injured,371000,0.0,44.14,0.12
Ash Johnson,5,0,7,-7,0.0,0.0,,injured,371000,0.0,44.14,0.12
Ash Johnson,6,0,3,-3,0.0,0.0,,injured,371000,0.0,44.14,0.12
Andrew McGrath,2,169,11,158,0.1,0.01,,uncertain,769000,70.0,79.92,0.76
Andrew McGrath,3,44,85,-41,0.03,0.05,,uncertain,769000,70.0,79.92,0.76
Andrew McGrath,4,1,536,-535,0.0,0.32,falling,uncertain,769000,70.0,79.92,0.76
Andrew McGrath,5,5,66,-61,0.0,0.04,,uncertain,769000,70.0,79.92,0.76
Andrew McGrath,6,7,14,-7,0.01,0.01,,uncertain,769000,70.0,79.92,0.76
Oliver Florent,2,14,29,-15,0.01,0.02,,uncertain,701000,68.6,73.38,1.33
Oliver Florent,3,2,134,-132,0.0,0.08,,uncertain,701000,68.6,73.38,1.33
Oliver Florent,4,3,16,-13,0.0,0.01,,uncertain,701000,68.6,73.38,1.33
Oliver Florent,5,15,7,8,0.01,0.0,,uncertain,701000,68.6,73.38,1.33
Oliver Florent,6,15,7,8,0.01,0.01,,uncertain,701000,68.6,73.38,1.33
Jack Scrimshaw,2,3,858,-855,0.0,0.52,falling,uncertain,669000,49.0,69.6,1.24
Jack Scrimshaw,3,0,216,-216,0.0,0.13,,uncertain,669000,49.0,69.6,1.24
Jack Scrimshaw,4,2,51,-49,0.0,0.03,,uncertain,669000,49.0,69.6,1.24
Jack Scrimshaw,5,3,38,-35,0.0,0.02,,uncertain,669000,49.0,69.6,1.24
Jack Scrimshaw,6,0,19,-19,0.0,0.02,,uncertain,669000,49.0,69.6,1.24
Will Brodie,2,6,26,-20,0.0,0.02,,uncertain,481000,0.0,82.75,0.29
Will Brodie,3,3,20,-17,0.0,0.01,,uncertain,481000,0.0,82.75,0.29
Will Brodie,4,3,25,-22,0.0,0.02,,uncertain,481000,0.0,82.75,0.29
Will Brodie,5,1,15,-14,0.0,0.01,,uncertain,481000,0.0,82.75,0.29
Will Brodie,6,4,9,-5,0.0,0.01,,uncertain,481000,0.0,82.75,0.29
Ben Ainsworth,2,2,30,-28,0.0,0.02,,uncertain,681000,74.3,64.94,0.18
Ben Ainsworth,3,1,26,-25,0.0,0.02,,uncertain,681000,74.3,64.94,0.18
Ben Ainsworth,4,2,39,-37,0.0,0.02,,uncertain,681000,74.3,64.94,0.18
Ben Ainsworth,5,9,3,6,0.01,0.0,,uncertain,681000,74.3,64.94,0.18
Ben Ainsworth,6,19,0,19,0.02,0.0,,uncertain,681000,74.3,64.94,0.18
Jarrod Berry,2,90,1,89,0.05,0.0,,playing,880000,90.2,80.28,0.72
Jarrod Berry,3,400,2,398,0.24,0.0,,playing,880000,90.2,80.28,0.72
Jarrod Berry,4,22,36,-14,0.01,0.02,,playing,880000,90.2,80.28,0.72
Jarrod Berry,5,12,92,-80,0.01,0.06,,playing,880000,90.2,80.28,0.72
Jarrod Berry,6,6,46,-40,0.01,0.04,,playing,880000,90.2,80.28,0.72
Josh Battle,2,71,13,58,0.04,0.01,,uncertain,693000,66.0,68.03,1.98
Josh Battle,3,115,13,102,0.07,0.01,,uncertain,693000,66.0,68.03,1.98
Josh Battle,4,5,262,-257,0.0,0.16,,uncertain,693000,66.0,68.03,1.98
Josh Battle,5,14,43,-29,0.01,0.03,,uncertain,693000,66.0,68.03,1.98
Josh Battle,6,9,50,-41,0.01,0.05,,uncertain,693000,66.0,68.03,1.98
Sean Darcy,2,0,136,-136,0.0,0.08,,uncertain,774000,57.0,81.13,0.86
Sean Darcy,3,1,62,-61,0.0,0.04,,uncertain,774000,57.0,81.13,0.86
Sean Darcy,4,7,45,-38,0.0,0.03,,uncertain,774000,57.0,81.13,0.86
Sean Darcy,5,366,28,338,0.22,0.02,,uncertain,774000,57.0,81.13,0.86
Sean Darcy,6,49,31,18,0.05,0.03,,uncertain,774000,57.0,81.13,0.86
Tim Taranto,2,15,163,-148,0.01,0.1,,uncertain,895000,88.4,95.97,2.84
Tim Taranto,3,6,655,-649,0.0,0.4,falling,uncertain,895000,88.4,95.97,2.84
Tim Taranto,4,5,348,-343,0.0,0.21,,uncertain,895000,88.4,95.97,2.84
Tim Taranto,5,257,70,187,0.16,0.04,,uncertain,895000,88.4,95.97,2.84
Tim Taranto,6,78,49,29,0.07,0.05,,uncertain,895000,88.4,95.97,2.84
Bailey Banfield,2,6,19,-13,0.0,0.01,,uncertain,516000,46.2,57.32,0.18
Bailey Banfield,3,1,22,-21,0.0,0.01,,uncertain,516000,46.2,57.32,0.18
Bailey Banfield,4,3,10,-7,0.0,0.01,,uncertain,516000,46.2,57.32,0.18
Bailey Banfield,5,4,5,-1,0.0,0.0,,uncertain,516000,46.2,57.32,0.18
Bailey Banfield,6,2,7,-5,0.0,0.01,,uncertain,516000,46.2,57.32,0.18
Harry Perryman,2,74,20074,-20000,0.05,12.23,falling,playing,707000,70.8,68.61,10.62
Harry Perryman,3,6,23203,-23197,0.0,14.07,falling,playing,707000,70.8,68.61,10.62
Harry Perryman,4,35,2336,-2301,0.02,1.42,falling,playing,707000,70.8,68.61,10.62
Harry Perryman,5,110,219,-109,0.07,0.13,,playing,707000,70.8,68.61,10.62
Harry Perryman,6,53,373,-320,0.05,0.35,,playing,707000,70.8,68.61,10.62
Will Setterfield,2,0,60,-60,0.0,0.04,,uncertain,845000,104.0,83.24,0.52
Will Setterfield,3,0,31,-31,0.0,0.02,,uncertain,845000,104.0,83.24,0.52
Will Setterfield,4,0,10,-10,0.0,0.01,,uncertain,845000,104.0,83.24,0.52
Will Setterfield,5,19,0,19,0.01,0.0,,uncertain,845000,104.0,83.24,0.52
Will Setterfield,6,533,1,532,0.5,0.0,,uncertain,845000,104.0,83.24,0.52
Jack Bowes,2,3,45,-42,0.0,0.03,,uncertain,685000,65.0,77.69,0.19
Jack Bowes,3,0,49,-49,0.0,0.03,,uncertain,685000,65.0,77.69,0.19
Jack Bowes,4,1,12,-11,0.0,0.01,,uncertain,685000,65.0,77.69,0.19
Jack Bowes,5,6,4,2,0.0,0.0,,uncertain,685000,65.0,77.69,0.19
Jack Bowes,6,1,5,-4,0.0,0.0,,uncertain,685000,65.0,77.69,0.19
Changkuoth Jiath,2,29,42,-13,0.02,0.03,,uncertain,517000,56.7,59.64,1.39
Changkuoth Jiath,3,85,9,76,0.05,0.01,,uncertain,517000,56.7,59.64,1.39
Changkuoth Jiath,4,12,71,-59,0.01,0.04,,uncertain,517000,56.7,59.64,1.39
Changkuoth Jiath,5,55,30,25,0.03,0.02,,uncertain,517000,56.7,59.64,1.39
Changkuoth Jiath,6,40,20,20,0.04,0.02,,uncertain,517000,56.7,59.64,1.39
Lachlan Sullivan,2,9,36,-27,0.01,0.02,,playing,494000,58.0,53.96,0.94
Lachlan Sullivan,3,4,29,-25,0.0,0.02,,playing,494000,58.0,53.96,0.94
Lachlan Sullivan,4,2,25,-23,0.0,0.02,,playing,494000,58.0,53.96,0.94
Lachlan Sullivan,5,37,14,23,0.02,0.01,,playing,494000,58.0,53.96,0.94
Lachlan Sullivan,6,12,2,10,0.01,0.0,,playing,494000,58.0,53.96,0.94
Cameron Zurhaar,2,326,3,323,0.2,0.0,,uncertain,683000,68.4,63.04,0.86
Cameron Zurhaar,3,154,20,134,0.09,0.01,,uncertain,683000,68.4,63.04,0.86
Cameron Zurhaar,4,2,81,-79,0.0,0.05,,uncertain,683000,68.4,63.04,0.86
Cameron Zurhaar,5,12,81,-69,0.01,0.05,,uncertain,683000,68.4,63.04,0.86
Cameron Zurhaar,6,0,79,-79,0.0,0.07,,uncertain,683000,68.4,63.04,0.86
Ivan Soldo,2,4,35,-31,0.0,0.02,,uncertain,711000,26.0,72.24,0.32
Ivan Soldo,3,13,21,-8,0.01,0.01,,uncertain,711000,26.0,72.24,0.32
Ivan Soldo,4,13,24,-11,0.01,0.01,,uncertain,711000,26.0,72.24,0.32
Ivan Soldo,5,0,21,-21,0.0,0.01,,uncertain,711000,26.0,72.24,0.32
Ivan Soldo,6,0,7,-7,0.0,0.01,,uncertain,711000,26.0,72.24,0.32
Mason Cox,2,132,49,83,0.08,0.03,,emergency,517000,55.0,60.26,1.58
Mason Cox,3,27,88,-61,0.02,0.05,,emergency,517000,55.0,60.26,1.58
Mason Cox,4,31,57,-26,0.02,0.03,,emergency,517000,55.0,60.26,1.58
Mason Cox,5,36,89,-53,0.02,0.05,,emergency,517000,55.0,60.26,1.58
Mason Cox,6,26,83,-57,0.02,0.08,,emergency,517000,55.0,60.26,1.58
Luke Ryan,2,19,410,-391,0.01,0.25,,uncertain,875000,79.0,107.8,2.92
Luke Ryan,3,40,151,-111,0.02,0.09,,uncertain,875000,79.0,107.8,2.92
Luke Ryan,4,19,273,-254,0.01,0.17,,uncertain,875000,79.0,107.8,2.92
Luke Ryan,5,167,56,111,0.1,0.03,,uncertain,875000,79.0,107.8,2.92
Luke Ryan,6,8,249,-241,0.01,0.23,,uncertain,875000,79.0,107.8,2.92
Buku Khamis,2,36,32,4,0.02,0.02,,uncertain,489000,53.5,46.31,0.92
Buku Khamis,3,157,5,152,0.1,0.0,,uncertain,489000,53.5,46.31,0.92
Buku Khamis,4,185,7,178,0.11,0.0,,uncertain,489000,53.5,46.31,0.92
Buku Khamis,5,39,33,6,0.02,0.02,,uncertain,489000,53.5,46.31,0.92
Buku Khamis,6,8,19,-11,0.01,0.02,,uncertain,489000,53.5,46.31,0.92
Michael Frederick,2,90,5,85,0.05,0.0,,uncertain,594000,67.2,56.24,1.03
Michael Frederick,3,24,38,-14,0.01,0.02,,uncertain,594000,67.2,56.24,1.03
Michael Frederick,4,20,27,-7,0.01,0.02,,uncertain,594000,67.2,56.24,1.03
Michael Frederick,5,51,22,29,0.03,0.01,,uncertain,594000,67.2,56.24,1.03
Michael Frederick,6,16,10,6,0.01,0.01,,uncertain,594000,67.2,56.24,1.03
Brad Close,2,25,9,16,0.02,0.01,,uncertain,559000,57.4,55.77,0.39
Brad Close,3,7,27,-20,0.0,0.02,,uncertain,559000,57.4,55.77,0.39
Brad Close,4,10,20,-10,0.01,0.01,,uncertain,559000,57.4,55.77,0.39
Brad Close,5,18,12,6,0.01,0.01,,uncertain,559000,57.4,55.77,0.39
Brad Close,6,6,10,-4,0.01,0.01,,uncertain,559000,57.4,55.77,0.39
Darcy Fogarty,2,139,2,137,0.08,0.0,,uncertain,632000,67.4,61.09,1.02
Darcy Fogarty,3,106,5,101,0.06,0.0,,uncertain,632000,67.4,61.09,1.02
Darcy Fogarty,4,31,51,-20,0.02,0.03,,uncertain,632000,67.4,61.09,1.02
Darcy Fogarty,5,52,33,19,0.03,0.02,,uncertain,632000,67.4,61.09,1.02
Darcy Fogarty,6,27,10,17,0.03,0.01,,uncertain,632000,67.4,61.09,1.02
Tom Sparrow,2,58,0,58,0.04,0.0,,uncertain,634000,60.4,70.21,0.34
Tom Sparrow,3,33,5,28,0.02,0.0,,uncertain,634000,60.4,70.21,0.34
Tom Sparrow,4,21,14,7,0.01,0.01,,uncertain,634000,60.4,70.21,0.34
Tom Sparrow,5,4,60,-56,0.0,0.04,,uncertain,634000,60.4,70.21,0.34
Tom Sparrow,6,4,39,-35,0.0,0.04,,uncertain,634000,60.4,70.21,0.34
Jy Farrar,2,1,15,-14,0.0,0.01,,uncertain,265000,0.0,51.28,0.38
Jy Farrar,3,5,11,-6,0.0,0.01,,uncertain,265000,0.0,51.28,0.38
Jy Farrar,4,4,5,-1,0.0,0.0,,uncertain,265000,0.0,51.28,0.38
Jy Farrar,5,1,5,-4,0.0,0.0,,uncertain,265000,0.0,51.28,0.38
Jy Farrar,6,1,3,-2,0.0,0.0,,uncertain,265000,0.0,51.28,0.38
Quinton Narkle,2,2,9,-7,0.0,0.01,,uncertain,381000,0.0,56.91,0.19
Quinton Narkle,3,3,12,-9,0.0,0.01,,uncertain,381000,0.0,56.91,0.19
Quinton Narkle,4,0,18,-18,0.0,0.01,,uncertain,381000,0.0,56.91,0.19
Quinton Narkle,5,0,11,-11,0.0,0.01,,uncertain,381000,0.0,56.91,0.19
Quinton Narkle,6,0,0,0,0.0,0.0,,uncertain,381000,0.0,56.91,0.19
Zac Fisher,2,1,39,-38,0.0,0.02,,uncertain,825000,66.0,84.41,0.25
Zac Fisher,3,2,34,-32,0.0,0.02,,uncertain,825000,66.0,84.41,0.25
Zac Fisher,4,2,18,-16,0.0,0.01,,uncertain,825000,66.0,84.41,0.25
Zac Fisher,5,9,27,-18,0.01,0.02,,uncertain,825000,66.0,84.41,0.25
Zac Fisher,6,2,1,1,0.0,0.0,,uncertain,825000,66.0,84.41,0.25
Callum Coleman-Jones,2,0,5,-5,0.0,0.0,,injured,408000,0.0,46.29,0.06
Callum Coleman-Jones,3,0,4,-4,0.0,0.0,,injured,408000,0.0,46.29,0.06
Callum Coleman-Jones,4,0,4,-4,0.0,0.0,,injured,408000,0.0,46.29,0.06
Callum Coleman-Jones,5,0,2,-2,0.0,0.0,,injured,408000,0.0,46.29,0.06
Callum Coleman-Jones,6,0,2,-2,0.0,0.0,,injured,408000,0.0,46.29,0.06
Chris Burgess,2,0,0,0,0.0,0.0,,uncertain,428000,0.0,46.51,0.04
Chris Burgess,3,0,2,-2,0.0,0.0,,uncertain,428000,0.0,46.51,0.04
Chris Burgess,4,0,0,0,0.0,0.0,,uncertain,428000,0.0,46.51,0.04
Chris Burgess,5,1,2,-1,0.0,0.0,,uncertain,428000,0.0,46.51,0.04
Chris Burgess,6,0,1,-1,0.0,0.0,,uncertain,428000,0.0,46.51,0.04
John Noble,2,1,886,-885,0.0,0.54,falling,uncertain,822000,90.8,71.26,3.09
John Noble,3,44,47,-3,0.03,0.03,,uncertain,822000,90.8,71.26,3.09
John Noble,4,1240,3,1237,0.75,0.0,,uncertain,822000,90.8,71.26,3.09
John Noble,5,173,18,155,0.11,0.01,,uncertain,822000,90.8,71.26,3.09
John Noble,6,596,4,592,0.56,0.0,,uncertain,822000,90.8,71.26,3.09
Liam Baker,2,27,663,-636,0.02,0.4,falling,uncertain,792000,80.4,69.98,5.18
Liam Baker,3,133,99,34,0.08,0.06,,uncertain,792000,80.4,69.98,5.18
Liam Baker,4,57,122,-65,0.03,0.07,,uncertain,792000,80.4,69.98,5.18
Liam Baker,5,144,105,39,0.09,0.06,,uncertain,792000,80.4,69.98,5.18
Liam Baker,6,49,111,-62,0.05,0.1,,uncertain,792000,80.4,69.98,5.18
Lachie Schultz,2,18,6,12,0.01,0.0,,injured,742000,87.8,60.16,0.98
Lachie Schultz,3,60,28,32,0.04,0.02,,injured,742000,87.8,60.16,0.98
Lachie Schultz,4,93,7,86,0.06,0.0,,injured,742000,87.8,60.16,0.98
Lachie Schultz,5,56,115,-59,0.03,0.07,,injured,742000,87.8,60.16,0.98
Lachie Schultz,6,5,86,-81,0.0,0.08,,injured,742000,87.8,60.16,0.98
Lachlan Bramble,2,9,3,6,0.01,0.0,,uncertain,618000,61.6,67.9,0.13
Lachlan Bramble,3,1,30,-29,0.0,0.02,,uncertain,618000,61.6,67.9,0.13
Lachlan Bramble,4,4,4,0,0.0,0.0,,uncertain,618000,61.6,67.9,0.13
Lachlan Bramble,5,8,8,0,0.0,0.0,,uncertain,618000,61.6,67.9,0.13
Lachlan Bramble,6,7,4,3,0.01,0.0,,uncertain,618000,61.6,67.9,0.13
Mitch Lewis,2,1,5,-4,0.0,0.0,,injured,605000,0.0,62.03,0.06
Mitch Lewis,3,0,3,-3,0.0,0.0,,injured,605000,0.0,62.03,0.06
Mitch Lewis,4,0,0,0,0.0,0.0,,injured,605000,0.0,62.03,0.06
Mitch Lewis,5,0,1,-1,0.0,0.0,,injured,605000,0.0,62.03,0.06
